"","err.hat","errxy","n","p","prop","err"
"1",0.203525641025641,0.2013,50,10,0.5,0.18672575
"2",0.238782051282051,0.1746,50,10,0.5,0.18672575
"3",0.139423076923077,0.22175,50,10,0.5,0.18672575
"4",0.177884615384615,0.16295,50,10,0.5,0.18672575
"5",0.142857142857143,0.1819,50,10,0.5,0.18672575
"6",0.141025641025641,0.1724,50,10,0.5,0.18672575
"7",0.219551282051282,0.17305,50,10,0.5,0.18672575
"8",0.217261904761905,0.1882,50,10,0.5,0.18672575
"9",0.17948717948718,0.1777,50,10,0.5,0.18672575
"10",0.238782051282051,0.1977,50,10,0.5,0.18672575
"11",0.161858974358974,0.21475,50,10,0.5,0.18672575
"12",0.297619047619048,0.15755,50,10,0.5,0.18672575
"13",0.155448717948718,0.19115,50,10,0.5,0.18672575
"14",0.240384615384615,0.19315,50,10,0.5,0.18672575
"15",0.177884615384615,0.20285,50,10,0.5,0.18672575
"16",0.299679487179487,0.19665,50,10,0.5,0.18672575
"17",0.278846153846154,0.18075,50,10,0.5,0.18672575
"18",0.203525641025641,0.1656,50,10,0.5,0.18672575
"19",0.0801282051282051,0.1754,50,10,0.5,0.18672575
"20",0.259615384615385,0.20805,50,10,0.5,0.18672575
"21",0.158653846153846,0.1656,50,10,0.5,0.18672575
"22",0.123397435897436,0.1714,50,10,0.5,0.18672575
"23",0.0982142857142857,0.19415,50,10,0.5,0.18672575
"24",0.0608974358974359,0.2523,50,10,0.5,0.18672575
"25",0.118589743589744,0.1729,50,10,0.5,0.18672575
"26",0.262820512820513,0.1712,50,10,0.5,0.18672575
"27",0.120192307692308,0.19005,50,10,0.5,0.18672575
"28",0.203525641025641,0.19015,50,10,0.5,0.18672575
"29",0.376602564102564,0.18635,50,10,0.5,0.18672575
"30",0.18452380952381,0.18225,50,10,0.5,0.18672575
"31",0.163690476190476,0.24095,50,10,0.5,0.18672575
"32",0.163461538461538,0.17185,50,10,0.5,0.18672575
"33",0.116071428571429,0.1598,50,10,0.5,0.18672575
"34",0.177884615384615,0.1832,50,10,0.5,0.18672575
"35",0.198717948717949,0.22765,50,10,0.5,0.18672575
"36",0.144230769230769,0.1995,50,10,0.5,0.18672575
"37",0.223214285714286,0.192,50,10,0.5,0.18672575
"38",0.118589743589744,0.1734,50,10,0.5,0.18672575
"39",0.237179487179487,0.2001,50,10,0.5,0.18672575
"40",0.119047619047619,0.1791,50,10,0.5,0.18672575
"41",0.262820512820513,0.18785,50,10,0.5,0.18672575
"42",0.16025641025641,0.2144,50,10,0.5,0.18672575
"43",0.176282051282051,0.20085,50,10,0.5,0.18672575
"44",0.157051282051282,0.1829,50,10,0.5,0.18672575
"45",0.278846153846154,0.1794,50,10,0.5,0.18672575
"46",0.181089743589744,0.1756,50,10,0.5,0.18672575
"47",0.178571428571429,0.2163,50,10,0.5,0.18672575
"48",0.24198717948718,0.17915,50,10,0.5,0.18672575
"49",0.200320512820513,0.2136,50,10,0.5,0.18672575
"50",0.221153846153846,0.18425,50,10,0.5,0.18672575
"51",0.141025641025641,0.1978,50,10,0.5,0.18672575
"52",0.221153846153846,0.1691,50,10,0.5,0.18672575
"53",0.18452380952381,0.19385,50,10,0.5,0.18672575
"54",0.235119047619048,0.185,50,10,0.5,0.18672575
"55",0.203525641025641,0.1765,50,10,0.5,0.18672575
"56",0.121794871794872,0.2132,50,10,0.5,0.18672575
"57",0.18452380952381,0.17845,50,10,0.5,0.18672575
"58",0.241071428571429,0.18365,50,10,0.5,0.18672575
"59",0.280448717948718,0.1586,50,10,0.5,0.18672575
"60",0.163690476190476,0.18235,50,10,0.5,0.18672575
"61",0.196428571428571,0.17955,50,10,0.5,0.18672575
"62",0.217261904761905,0.1907,50,10,0.5,0.18672575
"63",0.100961538461538,0.19695,50,10,0.5,0.18672575
"64",0.139880952380952,0.1782,50,10,0.5,0.18672575
"65",0.32051282051282,0.1767,50,10,0.5,0.18672575
"66",0.300595238095238,0.191,50,10,0.5,0.18672575
"67",0.202380952380952,0.18585,50,10,0.5,0.18672575
"68",0.177884615384615,0.1598,50,10,0.5,0.18672575
"69",0.25297619047619,0.1775,50,10,0.5,0.18672575
"70",0.223214285714286,0.1632,50,10,0.5,0.18672575
"71",0.240384615384615,0.1846,50,10,0.5,0.18672575
"72",0.261217948717949,0.17805,50,10,0.5,0.18672575
"73",0.198717948717949,0.21765,50,10,0.5,0.18672575
"74",0.200320512820513,0.19015,50,10,0.5,0.18672575
"75",0.139423076923077,0.2113,50,10,0.5,0.18672575
"76",0.181547619047619,0.1827,50,10,0.5,0.18672575
"77",0.219551282051282,0.1796,50,10,0.5,0.18672575
"78",0.158653846153846,0.16765,50,10,0.5,0.18672575
"79",0.235119047619048,0.1898,50,10,0.5,0.18672575
"80",0.235119047619048,0.1603,50,10,0.5,0.18672575
"81",0.201923076923077,0.1664,50,10,0.5,0.18672575
"82",0.238782051282051,0.2053,50,10,0.5,0.18672575
"83",0.163461538461538,0.1846,50,10,0.5,0.18672575
"84",0.200320512820513,0.2042,50,10,0.5,0.18672575
"85",0.181547619047619,0.21265,50,10,0.5,0.18672575
"86",0.161858974358974,0.2052,50,10,0.5,0.18672575
"87",0.139880952380952,0.19365,50,10,0.5,0.18672575
"88",0.0977564102564102,0.1604,50,10,0.5,0.18672575
"89",0.157051282051282,0.1649,50,10,0.5,0.18672575
"90",0.303571428571429,0.19045,50,10,0.5,0.18672575
"91",0.197115384615385,0.2114,50,10,0.5,0.18672575
"92",0.181089743589744,0.1764,50,10,0.5,0.18672575
"93",0.201923076923077,0.1907,50,10,0.5,0.18672575
"94",0.181089743589744,0.17025,50,10,0.5,0.18672575
"95",0.17948717948718,0.18205,50,10,0.5,0.18672575
"96",0.144230769230769,0.17595,50,10,0.5,0.18672575
"97",0.100961538461538,0.1825,50,10,0.5,0.18672575
"98",0.158653846153846,0.22145,50,10,0.5,0.18672575
"99",0.142857142857143,0.23715,50,10,0.5,0.18672575
"100",0.121794871794872,0.185,50,10,0.5,0.18672575
"101",0.221153846153846,0.16735,50,10,0.5,0.18672575
"102",0.160714285714286,0.17245,50,10,0.5,0.18672575
"103",0.344551282051282,0.2163,50,10,0.5,0.18672575
"104",0.137820512820513,0.20345,50,10,0.5,0.18672575
"105",0.258928571428571,0.2002,50,10,0.5,0.18672575
"106",0.198717948717949,0.18325,50,10,0.5,0.18672575
"107",0.100961538461538,0.2057,50,10,0.5,0.18672575
"108",0.202380952380952,0.18875,50,10,0.5,0.18672575
