"","err.hat","errxy","n","p","prop","err"
"1",0.0125,0.0111,1120,224,0.5,0.01196655
"2",0.01875,0.01135,1120,224,0.5,0.01196655
"3",0.00982142857142854,0.01015,1120,224,0.5,0.01196655
"4",0.0125,0.013,1120,224,0.5,0.01196655
"5",0.0133928571428571,0.0122,1120,224,0.5,0.01196655
"6",0.0133928571428571,0.0142,1120,224,0.5,0.01196655
"7",0.0125,0.0121,1120,224,0.5,0.01196655
"8",0.0133928571428572,0.01245,1120,224,0.5,0.01196655
"9",0.0133928571428571,0.01295,1120,224,0.5,0.01196655
"10",0.0142857142857142,0.0124,1120,224,0.5,0.01196655
"11",0.0133928571428571,0.0107,1120,224,0.5,0.01196655
"12",0.0116071428571428,0.0115,1120,224,0.5,0.01196655
"13",0.0116071428571428,0.01265,1120,224,0.5,0.01196655
"14",0.0116071428571428,0.01205,1120,224,0.5,0.01196655
"15",0.0116071428571428,0.01265,1120,224,0.5,0.01196655
"16",0.0205357142857143,0.01105,1120,224,0.5,0.01196655
"17",0.0160714285714285,0.01195,1120,224,0.5,0.01196655
"18",0.0133928571428571,0.0114,1120,224,0.5,0.01196655
"19",0.00982142857142854,0.01265,1120,224,0.5,0.01196655
"20",0.0107142857142857,0.0128,1120,224,0.5,0.01196655
"21",0.0151785714285715,0.01115,1120,224,0.5,0.01196655
"22",0.0125,0.0119,1120,224,0.5,0.01196655
"23",0.0151785714285714,0.01175,1120,224,0.5,0.01196655
"24",0.00982142857142854,0.0107,1120,224,0.5,0.01196655
"25",0.0142857142857142,0.0107,1120,224,0.5,0.01196655
"26",0.0125,0.01215,1120,224,0.5,0.01196655
"27",0.0160714285714285,0.01225,1120,224,0.5,0.01196655
"28",0.0142857142857142,0.0133,1120,224,0.5,0.01196655
"29",0.0142857142857142,0.0122,1120,224,0.5,0.01196655
"30",0.0107142857142857,0.0117,1120,224,0.5,0.01196655
"31",0.00803571428571426,0.0134,1120,224,0.5,0.01196655
"32",0.0169642857142858,0.01055,1120,224,0.5,0.01196655
"33",0.0133928571428572,0.0114,1120,224,0.5,0.01196655
"34",0.01875,0.0116,1120,224,0.5,0.01196655
"35",0.00624999999999998,0.011,1120,224,0.5,0.01196655
"36",0.0089285714285714,0.01255,1120,224,0.5,0.01196655
"37",0.0089285714285714,0.0153,1120,224,0.5,0.01196655
"38",0.0142857142857142,0.0128,1120,224,0.5,0.01196655
"39",0.00982142857142854,0.01155,1120,224,0.5,0.01196655
"40",0.0151785714285714,0.01105,1120,224,0.5,0.01196655
"41",0.01875,0.0126,1120,224,0.5,0.01196655
"42",0.0116071428571428,0.0129,1120,224,0.5,0.01196655
"43",0.0107142857142857,0.0113,1120,224,0.5,0.01196655
"44",0.0116071428571428,0.0115,1120,224,0.5,0.01196655
"45",0.0116071428571428,0.01185,1120,224,0.5,0.01196655
"46",0.0116071428571428,0.012,1120,224,0.5,0.01196655
"47",0.0116071428571428,0.011,1120,224,0.5,0.01196655
"48",0.0133928571428571,0.01205,1120,224,0.5,0.01196655
"49",0.0160714285714285,0.0107,1120,224,0.5,0.01196655
"50",0.0160714285714285,0.0117,1120,224,0.5,0.01196655
"51",0.0116071428571428,0.0123,1120,224,0.5,0.01196655
"52",0.0151785714285714,0.012,1120,224,0.5,0.01196655
"53",0.0142857142857142,0.01205,1120,224,0.5,0.01196655
"54",0.0151785714285714,0.0119,1120,224,0.5,0.01196655
"55",0.00982142857142854,0.01085,1120,224,0.5,0.01196655
"56",0.0116071428571428,0.01245,1120,224,0.5,0.01196655
"57",0.0133928571428571,0.0121,1120,224,0.5,0.01196655
"58",0.0133928571428571,0.01165,1120,224,0.5,0.01196655
"59",0.0116071428571428,0.01315,1120,224,0.5,0.01196655
"60",0.0151785714285714,0.0137,1120,224,0.5,0.01196655
"61",0.0196428571428572,0.0109,1120,224,0.5,0.01196655
"62",0.0125,0.01195,1120,224,0.5,0.01196655
"63",0.00803571428571426,0.0137,1120,224,0.5,0.01196655
"64",0.0116071428571428,0.0137,1120,224,0.5,0.01196655
"65",0.0107142857142857,0.01055,1120,224,0.5,0.01196655
"66",0.0151785714285715,0.0122,1120,224,0.5,0.01196655
"67",0.0196428571428572,0.0128,1120,224,0.5,0.01196655
"68",0.0133928571428571,0.01145,1120,224,0.5,0.01196655
