err.hat,errxy,n,p,prop,err,strat
0.666666666666667,0.5941,10,10,0.5,0.4256229,fdcv
0.416666666666667,0.33365,10,10,0.5,0.4256229,fdcv
0.458333333333333,0.46235,10,10,0.5,0.4256229,fdcv
0.541666666666667,0.3594,10,10,0.5,0.4256229,fdcv
0.583333333333333,0.4058,10,10,0.5,0.4256229,fdcv
0.375,0.37725,10,10,0.5,0.4256229,fdcv
0.583333333333333,0.42685,10,10,0.5,0.4256229,fdcv
1,0.4059,10,10,0.5,0.4256229,fdcv
0.6875,0.34235,10,10,0.5,0.4256229,fdcv
0.375,0.4542,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.4386,10,10,0.5,0.4256229,fdcv
0.583333333333333,0.379,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.4587,10,10,0.5,0.4256229,fdcv
0.5,0.4225,10,10,0.5,0.4256229,fdcv
0.708333333333333,0.4057,10,10,0.5,0.4256229,fdcv
0.166666666666667,0.48385,10,10,0.5,0.4256229,fdcv
0.4375,0.4415,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.38585,10,10,0.5,0.4256229,fdcv
0.166666666666667,0.41965,10,10,0.5,0.4256229,fdcv
0.416666666666667,0.50105,10,10,0.5,0.4256229,fdcv
0.541666666666667,0.4239,10,10,0.5,0.4256229,fdcv
0.25,0.4143,10,10,0.5,0.4256229,fdcv
0.5,0.37545,10,10,0.5,0.4256229,fdcv
0.5,0.3965,10,10,0.5,0.4256229,fdcv
0.458333333333333,0.42665,10,10,0.5,0.4256229,fdcv
0.375,0.4944,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.38585,10,10,0.5,0.4256229,fdcv
0.5,0.42435,10,10,0.5,0.4256229,fdcv
0.166666666666667,0.3832,10,10,0.5,0.4256229,fdcv
0.666666666666667,0.43295,10,10,0.5,0.4256229,fdcv
0.166666666666667,0.49495,10,10,0.5,0.4256229,fdcv
0.625,0.4261,10,10,0.5,0.4256229,fdcv
0.458333333333333,0.4598,10,10,0.5,0.4256229,fdcv
0.5,0.46325,10,10,0.5,0.4256229,fdcv
0.541666666666667,0.49275,10,10,0.5,0.4256229,fdcv
0.5,0.45605,10,10,0.5,0.4256229,fdcv
0.708333333333333,0.3966,10,10,0.5,0.4256229,fdcv
0.416666666666667,0.4708,10,10,0.5,0.4256229,fdcv
0.916666666666667,0.4638,10,10,0.5,0.4256229,fdcv
0.3125,0.33675,10,10,0.5,0.4256229,fdcv
0.5625,0.4267,10,10,0.5,0.4256229,fdcv
0.0625,0.3493,10,10,0.5,0.4256229,fdcv
0.583333333333333,0.40875,10,10,0.5,0.4256229,fdcv
0.125,0.3504,10,10,0.5,0.4256229,fdcv
0.458333333333333,0.4729,10,10,0.5,0.4256229,fdcv
0.416666666666667,0.449,10,10,0.5,0.4256229,fdcv
0.75,0.467,10,10,0.5,0.4256229,fdcv
0.25,0.43575,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.38105,10,10,0.5,0.4256229,fdcv
0.3125,0.4157,10,10,0.5,0.4256229,fdcv
0.5,0.42815,10,10,0.5,0.4256229,fdcv
0.625,0.44155,10,10,0.5,0.4256229,fdcv
0.375,0.3602,10,10,0.5,0.4256229,fdcv
0.375,0.3782,10,10,0.5,0.4256229,fdcv
0.25,0.3541,10,10,0.5,0.4256229,fdcv
0.541666666666667,0.5179,10,10,0.5,0.4256229,fdcv
0.375,0.44,10,10,0.5,0.4256229,fdcv
0.5,0.4388,10,10,0.5,0.4256229,fdcv
0.625,0.49825,10,10,0.5,0.4256229,fdcv
0.291666666666667,0.36615,10,10,0.5,0.4256229,fdcv
