"","err.hat","errxy","n","p","prop","err"
"1",0.201990527393753,0.20885,500,100,0.5,0.1931005
"2",0.260008192524322,0.18375,500,100,0.5,0.1931005
"3",0.223974910394265,0.22265,500,100,0.5,0.1931005
"4",0.272169226830517,0.17975,500,100,0.5,0.1931005
"5",0.23197516641065,0.20435,500,100,0.5,0.1931005
"6",0.247959293394777,0.18675,500,100,0.5,0.1931005
"7",0.239958781362007,0.1895,500,100,0.5,0.1931005
"8",0.229863287250384,0.1817,500,100,0.5,0.1931005
"9",0.208021505376344,0.1932,500,100,0.5,0.1931005
"10",0.218166666666667,0.18185,500,100,0.5,0.1931005
"11",0.183990527393753,0.1928,500,100,0.5,0.1931005
"12",0.212246543778802,0.20635,500,100,0.5,0.1931005
"13",0.196108550947261,0.18115,500,100,0.5,0.1931005
"14",0.237975934459805,0.1917,500,100,0.5,0.1931005
"15",0.248183307731695,0.18895,500,100,0.5,0.1931005
"16",0.229864311315924,0.16675,500,100,0.5,0.1931005
"17",0.269880696364567,0.17525,500,100,0.5,0.1931005
"18",0.2140547875064,0.2011,500,100,0.5,0.1931005
"19",0.257993343573989,0.1943,500,100,0.5,0.1931005
"20",0.207917306707629,0.17415,500,100,0.5,0.1931005
"21",0.242039682539683,0.1932,500,100,0.5,0.1931005
"22",0.177835381464414,0.19505,500,100,0.5,0.1931005
"23",0.257991807475678,0.1798,500,100,0.5,0.1931005
"24",0.183909882232463,0.2104,500,100,0.5,0.1931005
"25",0.198006912442396,0.1911,500,100,0.5,0.1931005
"26",0.205894265232975,0.17905,500,100,0.5,0.1931005
"27",0.244,0.1905,500,100,0.5,0.1931005
"28",0.2240547875064,0.1944,500,100,0.5,0.1931005
"29",0.215958269329237,0.19145,500,100,0.5,0.1931005
"30",0.206,0.19305,500,100,0.5,0.1931005
"31",0.233879928315412,0.1934,500,100,0.5,0.1931005
"32",0.183942396313364,0.184,500,100,0.5,0.1931005
"33",0.166,0.21915,500,100,0.5,0.1931005
"34",0.245807731694829,0.1901,500,100,0.5,0.1931005
"35",0.234,0.1926,500,100,0.5,0.1931005
"36",0.239791346646185,0.18745,500,100,0.5,0.1931005
"37",0.197910138248848,0.1961,500,100,0.5,0.1931005
"38",0.228,0.19585,500,100,0.5,0.1931005
"39",0.210125448028674,0.20255,500,100,0.5,0.1931005
"40",0.241943932411674,0.19885,500,100,0.5,0.1931005
"41",0.22410291858679,0.19705,500,100,0.5,0.1931005
"42",0.252,0.17845,500,100,0.5,0.1931005
"43",0.256,0.1864,500,100,0.5,0.1931005
"44",0.213933691756272,0.19255,500,100,0.5,0.1931005
"45",0.230039682539683,0.1903,500,100,0.5,0.1931005
"46",0.262032770097286,0.167,500,100,0.5,0.1931005
"47",0.23597465437788,0.20805,500,100,0.5,0.1931005
"48",0.214087045570917,0.18355,500,100,0.5,0.1931005
"49",0.216006400409626,0.19935,500,100,0.5,0.1931005
"50",0.256016385048643,0.1741,500,100,0.5,0.1931005
"51",0.209990271377368,0.19245,500,100,0.5,0.1931005
"52",0.209901433691756,0.21335,500,100,0.5,0.1931005
"53",0.207831029185868,0.1888,500,100,0.5,0.1931005
"54",0.189942396313364,0.1788,500,100,0.5,0.1931005
"55",0.206,0.1881,500,100,0.5,0.1931005
"56",0.209830773169483,0.20405,500,100,0.5,0.1931005
"57",0.234,0.2014,500,100,0.5,0.1931005
"58",0.256007936507937,0.2117,500,100,0.5,0.1931005
"59",0.215991551459293,0.1977,500,100,0.5,0.1931005
"60",0.253680235535074,0.19305,500,100,0.5,0.1931005
"61",0.198060675883257,0.1993,500,100,0.5,0.1931005
"62",0.17,0.18535,500,100,0.5,0.1931005
"63",0.21207757296467,0.18495,500,100,0.5,0.1931005
"64",0.147972350230415,0.19095,500,100,0.5,0.1931005
"65",0.219799539170507,0.17975,500,100,0.5,0.1931005
"66",0.226071428571429,0.18605,500,100,0.5,0.1931005
"67",0.207942140296979,0.20995,500,100,0.5,0.1931005
"68",0.26,0.1722,500,100,0.5,0.1931005
"69",0.260144649257553,0.16135,500,100,0.5,0.1931005
"70",0.208087301587302,0.1966,500,100,0.5,0.1931005
"71",0.21594982078853,0.19545,500,100,0.5,0.1931005
"72",0.188118023553507,0.1908,500,100,0.5,0.1931005
"73",0.228151561699949,0.2224,500,100,0.5,0.1931005
"74",0.242119559651818,0.16315,500,100,0.5,0.1931005
"75",0.214,0.19135,500,100,0.5,0.1931005
"76",0.257833333333333,0.19435,500,100,0.5,0.1931005
"77",0.244039426523297,0.18225,500,100,0.5,0.1931005
"78",0.221991551459293,0.1988,500,100,0.5,0.1931005
"79",0.217959805427547,0.19245,500,100,0.5,0.1931005
"80",0.194,0.2171,500,100,0.5,0.1931005
"81",0.222071428571429,0.1828,500,100,0.5,0.1931005
"82",0.215941372247824,0.1866,500,100,0.5,0.1931005
"83",0.217773937532002,0.18905,500,100,0.5,0.1931005
"84",0.189957757296467,0.20585,500,100,0.5,0.1931005
"85",0.194,0.19295,500,100,0.5,0.1931005
"86",0.205773169482847,0.21425,500,100,0.5,0.1931005
"87",0.21415770609319,0.1938,500,100,0.5,0.1931005
"88",0.22981490015361,0.1697,500,100,0.5,0.1931005
"89",0.2120547875064,0.22375,500,100,0.5,0.1931005
"90",0.253959549411162,0.1911,500,100,0.5,0.1931005
"91",0.235991551459293,0.16955,500,100,0.5,0.1931005
"92",0.214167178699437,0.20145,500,100,0.5,0.1931005
"93",0.208134152585766,0.17825,500,100,0.5,0.1931005
"94",0.233966973886329,0.1957,500,100,0.5,0.1931005
"95",0.223975422427035,0.17695,500,100,0.5,0.1931005
"96",0.254072708653354,0.18115,500,100,0.5,0.1931005
"97",0.214,0.22105,500,100,0.5,0.1931005
"98",0.191942396313364,0.2136,500,100,0.5,0.1931005
"99",0.214086533538146,0.212,500,100,0.5,0.1931005
"100",0.256136712749616,0.15695,500,100,0.5,0.1931005
"101",0.225863543266769,0.1711,500,100,0.5,0.1931005
"102",0.211991295442908,0.19345,500,100,0.5,0.1931005
"103",0.241974398361495,0.1859,500,100,0.5,0.1931005
"104",0.238088325652842,0.1872,500,100,0.5,0.1931005
"105",0.211863031233999,0.18265,500,100,0.5,0.1931005
"106",0.219910650281618,0.1875,500,100,0.5,0.1931005
"107",0.25197619047619,0.19495,500,100,0.5,0.1931005
"108",0.210006912442396,0.2102,500,100,0.5,0.1931005
"109",0.235959037378392,0.16705,500,100,0.5,0.1931005
"110",0.209957757296467,0.19205,500,100,0.5,0.1931005
"111",0.228023553507424,0.1909,500,100,0.5,0.1931005
"112",0.240167690732207,0.1847,500,100,0.5,0.1931005
"113",0.228135432667691,0.1662,500,100,0.5,0.1931005
"114",0.221831541218638,0.18795,500,100,0.5,0.1931005
"115",0.189941884280594,0.19215,500,100,0.5,0.1931005
"116",0.238,0.20865,500,100,0.5,0.1931005
"117",0.245848182283666,0.1947,500,100,0.5,0.1931005
"118",0.239991807475678,0.1968,500,100,0.5,0.1931005
"119",0.240007168458781,0.1781,500,100,0.5,0.1931005
"120",0.228023041474654,0.1866,500,100,0.5,0.1931005
"121",0.193580389144905,0.21115,500,100,0.5,0.1931005
"122",0.209991551459293,0.19545,500,100,0.5,0.1931005
"123",0.198117767537122,0.1831,500,100,0.5,0.1931005
"124",0.186,0.2095,500,100,0.5,0.1931005
"125",0.221991295442908,0.16955,500,100,0.5,0.1931005
"126",0.227846902201741,0.1927,500,100,0.5,0.1931005
"127",0.187862263184844,0.20675,500,100,0.5,0.1931005
"128",0.194294162826421,0.21555,500,100,0.5,0.1931005
"129",0.212086533538146,0.19665,500,100,0.5,0.1931005
"130",0.188102150537634,0.2128,500,100,0.5,0.1931005
"131",0.235855094726062,0.17485,500,100,0.5,0.1931005
"132",0.209895289298515,0.2169,500,100,0.5,0.1931005
"133",0.264137224782386,0.1803,500,100,0.5,0.1931005
"134",0.207990783410138,0.20015,500,100,0.5,0.1931005
"135",0.221998207885305,0.1811,500,100,0.5,0.1931005
"136",0.196038658474142,0.19695,500,100,0.5,0.1931005
"137",0.234,0.1689,500,100,0.5,0.1931005
"138",0.203909370199693,0.21175,500,100,0.5,0.1931005
"139",0.261880696364567,0.17715,500,100,0.5,0.1931005
"140",0.265959805427547,0.2129,500,100,0.5,0.1931005
"141",0.236008704557092,0.1929,500,100,0.5,0.1931005
"142",0.208118279569892,0.20715,500,100,0.5,0.1931005
"143",0.241912698412698,0.18095,500,100,0.5,0.1931005
"144",0.222006912442396,0.18545,500,100,0.5,0.1931005
"145",0.238167434715822,0.1875,500,100,0.5,0.1931005
"146",0.236,0.21055,500,100,0.5,0.1931005
"147",0.216,0.1963,500,100,0.5,0.1931005
"148",0.248079877112135,0.18775,500,100,0.5,0.1931005
"149",0.224,0.20685,500,100,0.5,0.1931005
"150",0.21,0.18765,500,100,0.5,0.1931005
"151",0.226039682539683,0.17585,500,100,0.5,0.1931005
"152",0.191877624167947,0.1983,500,100,0.5,0.1931005
"153",0.219943676395289,0.1879,500,100,0.5,0.1931005
"154",0.198,0.20405,500,100,0.5,0.1931005
"155",0.222007424475166,0.19775,500,100,0.5,0.1931005
"156",0.22181438812084,0.20055,500,100,0.5,0.1931005
"157",0.21581490015361,0.21685,500,100,0.5,0.1931005
"158",0.247927291346646,0.18525,500,100,0.5,0.1931005
"159",0.234,0.1833,500,100,0.5,0.1931005
"160",0.23,0.2022,500,100,0.5,0.1931005
"161",0.244038914490527,0.1997,500,100,0.5,0.1931005
"162",0.199973886328725,0.2165,500,100,0.5,0.1931005
"163",0.189990527393753,0.19925,500,100,0.5,0.1931005
"164",0.227758576548899,0.1949,500,100,0.5,0.1931005
"165",0.193958013312852,0.2113,500,100,0.5,0.1931005
"166",0.236111111111111,0.18165,500,100,0.5,0.1931005
"167",0.192,0.1787,500,100,0.5,0.1931005
"168",0.219982078853047,0.1964,500,100,0.5,0.1931005
"169",0.228,0.2083,500,100,0.5,0.1931005
"170",0.240104710701485,0.17675,500,100,0.5,0.1931005
"171",0.239864055299539,0.1747,500,100,0.5,0.1931005
"172",0.198023297491039,0.1975,500,100,0.5,0.1931005
"173",0.21618305171531,0.19405,500,100,0.5,0.1931005
"174",0.220270097286226,0.20475,500,100,0.5,0.1931005
"175",0.194092421915003,0.21435,500,100,0.5,0.1931005
"176",0.198070660522273,0.20545,500,100,0.5,0.1931005
"177",0.242,0.2124,500,100,0.5,0.1931005
"178",0.206230670762929,0.20405,500,100,0.5,0.1931005
"179",0.246031746031746,0.1909,500,100,0.5,0.1931005
"180",0.253960573476703,0.1887,500,100,0.5,0.1931005
