"","err.hat","fpr.hat","fnr.hat","errxy","errxy_fpr","errxy_fnr","n","p","prop","err","err_fpr","err_fnr"
"1",0.176,0.159663865546218,0.2,0.14475,0.137684854665987,0.1545,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"2",0.188,0.1953125,0.176,0.1456,0.130525437864887,0.166,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"3",0.192,0.186991869918699,0.2,0.14895,0.14101646385111,0.16,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"4",0.136,0.152671755725191,0.112,0.1386,0.140254827792156,0.1363,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"5",0.128,0.133858267716535,0.12,0.1406,0.135866261398176,0.1471,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"6",0.12,0.113821138211382,0.128,0.14155,0.14625481101352,0.1349,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"7",0.164,0.155737704918033,0.176,0.13475,0.131470083745333,0.1392,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"8",0.164,0.181818181818182,0.136,0.1331,0.123537861686846,0.1458,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"9",0.112,0.112,0.112,0.13475,0.138402138402138,0.1297,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"10",0.108,0.128787878787879,0.08,0.1397,0.137889447236181,0.1422,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"11",0.156,0.169230769230769,0.136,0.14025,0.151573849878935,0.124,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"12",0.16,0.130434782608696,0.2,0.14485,0.14573566084788,0.1436,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"13",0.22,0.181818181818182,0.28,0.1402,0.127072968490879,0.1578,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"14",0.128,0.133858267716535,0.12,0.1401,0.143522187004754,0.1353,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"15",0.144,0.16030534351145,0.12,0.14945,0.13759950377339,0.1658,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
"16",0.156,0.169230769230769,0.136,0.14575,0.150537634408602,0.1389,1000,100,0.5,0.14252705,0.139893699362167,0.1459896
