"","err.hat","fpr.hat","fnr.hat","errxy","errxy_fpr","errxy_fnr","n","p","prop","err"
"1",0.25,0,0.5,0.46245,0.456332131643214,0.5325,10,10,0.5,0.4618155
"2",0.5,NA,1,0.47085,0.46559660096778,0.5472,10,10,0.5,0.4618155
"3",0.5,0.5,0.5,0.38975,0.334235453315291,0.5572,10,10,0.5,0.4618155
"4",0.5,NA,1,0.4063,0.385759570836381,0.4962,10,10,0.5,0.4618155
"5",0.5,NA,1,0.43015,0.402348664895848,0.5725,10,10,0.5,0.4618155
"6",0,0,0,0.4287,0.440294757996985,0.3316,10,10,0.5,0.4618155
"7",1,1,1,0.4707,0.428221460068594,0.7666,10,10,0.5,0.4618155
"8",0.25,0,0.5,0.45935,0.459564309161444,0.4567,10,10,0.5,0.4618155
"9",0.75,0.666666666666667,0.5,0.49295,0.493094328533647,0.4825,10,10,0.5,0.4618155
"10",0,0,0,0.39605,0.394776799271181,0.4021,10,10,0.5,0.4618155
"11",0.25,0,0.5,0.40685,0.385943430880372,0.4985,10,10,0.5,0.4618155
"12",0.75,1,1,0.45235,0.413316354375114,0.6775,10,10,0.5,0.4618155
"13",0.25,0,0.5,0.41365,0.398852055757292,0.4868,10,10,0.5,0.4618155
"14",0.75,1,1,0.5036,0.506224066390041,0.7144,10,10,0.5,0.4618155
"15",0,0,0,0.4258,0.4275390625,0.4138,10,10,0.5,0.4618155
"16",0.75,1,1,0.4185,0.432943886786243,0.3108,10,10,0.5,0.4618155
"17",0.25,0,0.5,0.41745,0.375584024114544,0.5857,10,10,0.5,0.4618155
"18",0.5,NA,1,0.466,0.464509394572025,0.487,10,10,0.5,0.4618155
"19",0.5,NA,1,0.39495,0.369616482561748,0.4921,10,10,0.5,0.4618155
"20",0,0,0,0.4279,0.425716051926643,0.4426,10,10,0.5,0.4618155
"21",0.5,0.5,0,0.4465,0.463270630234793,0.2182,10,10,0.5,0.4618155
"22",0.75,0.666666666666667,0.5,0.54315,0.528127240727462,0.2761,10,10,0.5,0.4618155
"23",0.5,0.5,0.5,0.48395,0.480789946140036,0.5662,10,10,0.5,0.4618155
"24",0.5,0.5,0.5,0.50595,0.509166538283778,0.6814,10,10,0.5,0.4618155
"25",0.75,1,1,0.47625,0.465016939166298,0.6368,10,10,0.5,0.4618155
"26",0.5,0.5,0.5,0.45675,0.463816615075713,0.3591,10,10,0.5,0.4618155
"27",0.5,NA,1,0.5057,0.528904665314402,0.9071,10,10,0.5,0.4618155
"28",0.25,0,0.5,0.409,0.389990328820116,0.4954,10,10,0.5,0.4618155
"29",0.25,0,0.5,0.44585,0.404816312181403,0.6614,10,10,0.5,0.4618155
"30",0.5,0.5,0.5,0.4473,0.468133994437054,0.1204,10,10,0.5,0.4618155
"31",0.75,0.666666666666667,0.5,0.4567,0.462010879101597,0.3868,10,10,0.5,0.4618155
"32",0.5,0.5,0.5,0.42395,0.429419953596288,0.3852,10,10,0.5,0.4618155
"33",0.25,0,0.5,0.4935,0.492506340788564,0.5598,10,10,0.5,0.4618155
"34",1,1,1,0.43125,0.423568649249583,0.4815,10,10,0.5,0.4618155
"35",0.25,0.333333333333333,0,0.45655,0.471547377381966,0.193,10,10,0.5,0.4618155
"36",0.25,0,0.5,0.4313,0.389371980676328,0.6208,10,10,0.5,0.4618155
"37",0.5,0.5,0.5,0.43065,0.43828423956572,0.3688,10,10,0.5,0.4618155
"38",0.25,0,0.5,0.42355,0.335272570566688,0.6915,10,10,0.5,0.4618155
"39",0.5,0.5,0,0.4333,0.430679692371648,0.4522,10,10,0.5,0.4618155
"40",0,0,0,0.4441,0.461575474291999,0.2167,10,10,0.5,0.4618155
"41",0.25,0,0.5,0.4157,0.341600901916573,0.6496,10,10,0.5,0.4618155
"42",0.5,0.5,0.5,0.495,0.495792662403231,0.4008,10,10,0.5,0.4618155
"43",0.5,0.5,0.5,0.43845,0.453926192080246,0.2705,10,10,0.5,0.4618155
"44",0.75,1,1,0.4567,0.416538164996145,0.6973,10,10,0.5,0.4618155
"45",0,0,0,0.40265,0.321146426602976,0.6305,10,10,0.5,0.4618155
"46",0.5,NA,1,0.53305,0.602417105670902,0.8717,10,10,0.5,0.4618155
"47",0.5,0.5,0.5,0.44895,0.460386435943199,0.3046,10,10,0.5,0.4618155
"48",0.5,0.5,0,0.47095,0.467560022333892,0.5232,10,10,0.5,0.4618155
"49",0.5,NA,1,0.48495,0.481904532884454,0.5691,10,10,0.5,0.4618155
"50",0.75,1,1,0.3978,0.354041702370751,0.5477,10,10,0.5,0.4618155
"51",0,0,0,0.46835,0.456326755898993,0.606,10,10,0.5,0.4618155
"52",0.75,1,1,0.45785,0.410793650793651,0.7216,10,10,0.5,0.4618155
"53",1,1,1,0.4267,0.426227858293076,0.4299,10,10,0.5,0.4618155
"54",0.25,0.333333333333333,0,0.4967,0.497406068228266,0.3606,10,10,0.5,0.4618155
"55",0.25,0.333333333333333,0,0.47385,0.436047933480068,0.7694,10,10,0.5,0.4618155
"56",0.5,0.5,0.5,0.4835,0.478442644368957,0.6008,10,10,0.5,0.4618155
"57",0.5,0.5,0.5,0.47025,0.451028806584362,0.6665,10,10,0.5,0.4618155
"58",0.75,1,1,0.4939,0.477606461086637,0.8577,10,10,0.5,0.4618155
"59",0.75,0.666666666666667,0.5,0.54605,0.610883698531182,0.8384,10,10,0.5,0.4618155
"60",0.5,0.5,0,0.5838,0.556324774835327,0.3399,10,10,0.5,0.4618155
"61",0.25,0,0.5,0.46125,0.463336171823257,0.4328,10,10,0.5,0.4618155
"62",0.25,0.333333333333333,0,0.43915,0.445352492141895,0.3824,10,10,0.5,0.4618155
