"","err.hat","fpr.hat","fnr.hat","errxy","errxy_fpr","errxy_fnr","n","p","prop","err","err_fpr","err_fnr"
"1",0.25,0,0.5,0.3797,0.318003025718608,0.5492,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"2",0.416666666666667,0.428571428571429,0.333333333333333,0.3464,0.33512237011593,0.3806,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"3",0.416666666666667,0.333333333333333,0.666666666666667,0.30855,0.272489601901367,0.3878,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"4",0.333333333333333,0.333333333333333,0.333333333333333,0.35235,0.363678330717385,0.3108,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"5",0.583333333333333,0.6,0.666666666666667,0.3381,0.290447838467512,0.4518,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"6",0.25,0,0.5,0.33665,0.280236781918472,0.465,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"7",0.166666666666667,0.166666666666667,0.166666666666667,0.394,0.347876004592423,0.5456,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"8",0.25,0,0.5,0.3273,0.301357257878997,0.3926,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"9",0.333333333333333,0.25,0.5,0.3468,0.260325406758448,0.5272,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"10",0.333333333333333,0.375,0.166666666666667,0.36965,0.386127369616493,0.2973,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"11",0.416666666666667,0.444444444444444,0.166666666666667,0.3165,0.335159899389148,0.2599,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"12",0.416666666666667,0.444444444444444,0.166666666666667,0.34205,0.363871412565716,0.2619,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"13",0.416666666666667,0.428571428571429,0.333333333333333,0.35335,0.319950890116636,0.4461,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"14",0.5,0.5,0.666666666666667,0.3591,0.340610859728507,0.4171,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"15",0.25,0.285714285714286,0.166666666666667,0.338,0.330508474576271,0.3601,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"16",0.583333333333333,0.571428571428571,0.5,0.35205,0.363753568468551,0.3091,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"17",0.5,0.5,0.5,0.3897,0.388292485314969,0.396,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"18",0.416666666666667,0.333333333333333,0.666666666666667,0.38215,0.331618802686098,0.5322,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"19",0.666666666666667,0.75,0.833333333333333,0.35975,0.294384987538484,0.5187,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"20",0.333333333333333,0.333333333333333,0.333333333333333,0.3181,0.327648285010423,0.2904,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"21",0.166666666666667,0,0.333333333333333,0.3697,0.351999091322126,0.4295,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"22",0.5,0.5,0.666666666666667,0.43555,0.410968365796381,0.5736,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"23",0.583333333333333,0.6,0.666666666666667,0.30395,0.271796065650099,0.3744,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"24",0.416666666666667,0.428571428571429,0.333333333333333,0.41975,0.40424770313805,0.5007,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"25",0.583333333333333,0.6,0.666666666666667,0.3292,0.308262236192187,0.3838,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"26",0.25,0.2,0.333333333333333,0.3565,0.335057471264368,0.4215,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"27",0.416666666666667,0.428571428571429,0.333333333333333,0.3099,0.297894960663406,0.3396,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"28",0.333333333333333,0.333333333333333,0.333333333333333,0.2934,0.312692656391659,0.2419,50,100,0.5,0.3497056,0.322535103621259,0.4145416
"29",0.333333333333333,0.333333333333333,0.333333333333333,0.31885,0.274773094616437,0.4167,50,100,0.5,0.3497056,0.322535103621259,0.4145416
