"","err.hat","fpr.hat","fnr.hat","errxy","errxy_fpr","errxy_fnr","n","p","prop","err"
"1",0.25,0,0.5,0.4814,0.473405776379754,0.6317,10,10,0.5,0.44898885
"2",0.25,0.333333333333333,0,0.5853,0.559153952843273,0.3643,10,10,0.5,0.44898885
"3",0.5,0.5,0.5,0.4227,0.430032585083273,0.3703,10,10,0.5,0.44898885
"4",0.5,0.5,0.5,0.43175,0.401869158878505,0.584,10,10,0.5,0.44898885
"5",0.5,0.5,0.5,0.5027,0.503189227498228,0.5794,10,10,0.5,0.44898885
"6",0.25,0,0.5,0.48145,0.47700508243461,0.5781,10,10,0.5,0.44898885
"7",0.5,NA,1,0.3956,0.287545787545788,0.6499,10,10,0.5,0.44898885
"8",0.25,0,0.5,0.4316,0.429148539465507,0.4489,10,10,0.5,0.44898885
"9",0.75,1,1,0.3805,0.327561327561328,0.534,10,10,0.5,0.44898885
"10",0.75,0.666666666666667,0.5,0.43955,0.44995446642934,0.3356,10,10,0.5,0.44898885
"11",0.25,0,0.5,0.46845,0.469144254278729,0.4572,10,10,0.5,0.44898885
"12",0.5,0.5,0.5,0.4225,0.436066655667382,0.3164,10,10,0.5,0.44898885
"13",0.25,0,0.5,0.4666,0.477883724010065,0.2115,10,10,0.5,0.44898885
"14",0,0,0,0.48505,0.481126120439338,0.589,10,10,0.5,0.44898885
"15",0.5,NA,1,0.49435,0.489341633654028,0.7293,10,10,0.5,0.44898885
"16",1,1,1,0.4196,0.426021347073979,0.3762,10,10,0.5,0.44898885
"17",0.75,1,1,0.4708,0.448079658605974,0.6896,10,10,0.5,0.44898885
"18",0.5,0.5,0.5,0.50375,0.504170837504171,0.5542,10,10,0.5,0.44898885
"19",0.75,0.666666666666667,0.5,0.50815,0.510428662827895,0.6174,10,10,0.5,0.44898885
"20",0.75,0.666666666666667,0.5,0.40165,0.411212422135957,0.3478,10,10,0.5,0.44898885
"21",0.25,0,0.5,0.3784,0.295010114632502,0.5818,10,10,0.5,0.44898885
"22",0,0,0,0.46815,0.467993166515928,0.4706,10,10,0.5,0.44898885
"23",0.25,0,0.5,0.456,0.431207004377736,0.6362,10,10,0.5,0.44898885
"24",0.25,0.333333333333333,0,0.4763,0.481157576721259,0.3474,10,10,0.5,0.44898885
"25",0.25,0,0.5,0.4607,0.456679894179894,0.5071,10,10,0.5,0.44898885
"26",0.25,0.333333333333333,0,0.41115,0.420062977957715,0.3554,10,10,0.5,0.44898885
"27",0.25,0,0.5,0.4611,0.412897447380206,0.7378,10,10,0.5,0.44898885
"28",0.25,0.333333333333333,0,0.4319,0.441904111926292,0.3458,10,10,0.5,0.44898885
"29",0.5,0.5,0.5,0.383,0.414436156208864,0.1993,10,10,0.5,0.44898885
"30",0.5,0.5,0.5,0.36005,0.350464793247142,0.3921,10,10,0.5,0.44898885
"31",0.75,1,1,0.5041,0.507220852412821,0.7202,10,10,0.5,0.44898885
"32",0.75,0.666666666666667,0.5,0.43995,0.446550956831331,0.3782,10,10,0.5,0.44898885
"33",0.75,1,1,0.51165,0.514484645032948,0.6095,10,10,0.5,0.44898885
"34",0,0,0,0.4268,0.440757526707672,0.309,10,10,0.5,0.44898885
"35",0.5,0.5,0.5,0.48885,0.490017011370758,0.4304,10,10,0.5,0.44898885
"36",0.5,0.5,0.5,0.4384,0.385883660615043,0.6685,10,10,0.5,0.44898885
"37",0.5,NA,1,0.4641,0.463367346938776,0.4741,10,10,0.5,0.44898885
"38",0.25,0,0.5,0.38275,0.38731379144642,0.3625,10,10,0.5,0.44898885
"39",0.25,0.333333333333333,0,0.4195,0.429620563035496,0.3476,10,10,0.5,0.44898885
"40",0.75,0.666666666666667,0.5,0.35825,0.358772541596094,0.3564,10,10,0.5,0.44898885
