"","err.hat","fpr.hat","fnr.hat","errxy","errxy_fpr","errxy_fnr","n","p","prop","err","err_fpr","err_fnr"
"1",0.32,0.32,0.32,0.36085,0.348864994026284,0.4005,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"2",0.54,0.48,0.6,0.378,0.384709884709885,0.3489,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"3",0.3,0.32,0.28,0.33855,0.36702083848118,0.2315,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"4",0.36,0.28,0.44,0.32885,0.330225176073802,0.3248,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"5",0.46,0.48,0.44,0.3494,0.323777205710274,0.4221,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"6",0.46,0.44,0.48,0.36675,0.328969323578488,0.4772,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"7",0.46,0.44,0.48,0.3595,0.375861459621841,0.2936,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"8",0.48,0.52,0.44,0.42195,0.420397756246813,0.4317,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"9",0.14,0.12,0.16,0.35835,0.325403673117219,0.4527,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"10",0.36,0.28,0.44,0.4274,0.421985815602837,0.4621,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"11",0.4,0.36,0.44,0.41615,0.411298000634719,0.4435,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"12",0.52,0.52,0.52,0.38955,0.387284416777222,0.3996,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"13",0.32,0.32,0.32,0.3472,0.333478639930253,0.3884,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"14",0.48,0.52,0.44,0.39525,0.359866220735786,0.5215,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"15",0.44,0.44,0.44,0.3808,0.386692015209125,0.3548,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"16",0.4,0.44,0.36,0.35395,0.345204027556969,0.3822,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"17",0.36,0.32,0.4,0.361,0.368694502172681,0.3317,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"18",0.4,0.36,0.44,0.438,0.435550935550936,0.457,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"19",0.38,0.36,0.4,0.3394,0.316959197629359,0.4007,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"20",0.42,0.48,0.36,0.3681,0.369560917721519,0.3625,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"21",0.48,0.44,0.52,0.38535,0.374273494900757,0.4294,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"22",0.28,0.24,0.32,0.3592,0.378053005369825,0.2819,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"23",0.38,0.36,0.4,0.37625,0.361437688948606,0.4297,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"24",0.46,0.44,0.48,0.3643,0.342684906097844,0.433,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"25",0.44,0.4,0.48,0.4116,0.419621749408983,0.3617,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"26",0.44,0.48,0.4,0.3736,0.358232391206819,0.4278,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"27",0.28,0.32,0.24,0.32645,0.350735357357874,0.2451,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"28",0.34,0.36,0.32,0.37055,0.361239146746704,0.4041,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"29",0.44,0.4,0.48,0.3741,0.349040767386091,0.4571,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"30",0.36,0.32,0.4,0.3394,0.33767940165757,0.3447,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"31",0.24,0.28,0.2,0.34905,0.340551389035597,0.3757,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"32",0.36,0.4,0.32,0.3649,0.353534258456201,0.4037,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"33",0.3,0.28,0.32,0.42405,0.401936733376372,0.5368,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"34",0.56,0.56,0.56,0.3746,0.377155172413793,0.3642,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"35",0.48,0.4,0.56,0.3387,0.344874014233506,0.3188,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"36",0.52,0.52,0.52,0.43255,0.433461576403275,0.4257,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"37",0.28,0.24,0.32,0.3595,0.323092420045329,0.4624,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"38",0.48,0.44,0.52,0.3596,0.384253915910965,0.2531,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"39",0.24,0.24,0.24,0.319,0.334340106168772,0.2727,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"40",0.36,0.36,0.36,0.3629,0.354736172917991,0.391,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"41",0.24,0.2,0.28,0.3332,0.320645161290323,0.3682,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"42",0.42,0.44,0.4,0.37125,0.375230157961043,0.3553,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"43",0.36,0.32,0.4,0.36255,0.37165001400691,0.3271,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"44",0.26,0.28,0.24,0.33435,0.324019972378625,0.3637,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"45",0.32,0.28,0.36,0.33795,0.341484887019466,0.3268,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"46",0.32,0.32,0.32,0.32325,0.298253624015523,0.3852,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"47",0.44,0.4,0.48,0.34265,0.329910279969733,0.3801,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"48",0.32,0.32,0.32,0.3509,0.373622647906425,0.261,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"49",0.52,0.48,0.56,0.4088,0.412104857363146,0.39,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"50",0.34,0.32,0.36,0.3801,0.372392507449979,0.4103,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"51",0.42,0.4,0.44,0.346,0.348335631278314,0.3383,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"52",0.3,0.24,0.36,0.3342,0.330919844992862,0.3439,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"53",0.4,0.44,0.36,0.38865,0.395827486200767,0.3542,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"54",0.36,0.4,0.32,0.34355,0.356058515042782,0.3001,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"55",0.28,0.24,0.32,0.36155,0.345151549043731,0.4145,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"56",0.26,0.24,0.28,0.333,0.309751651856915,0.3941,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"57",0.48,0.44,0.52,0.37415,0.385476385476385,0.3247,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"58",0.24,0.24,0.24,0.3419,0.35797700323392,0.2853,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"59",0.5,0.48,0.52,0.3671,0.376761869436202,0.3279,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"60",0.32,0.32,0.32,0.3277,0.334740072894686,0.3064,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"61",0.26,0.24,0.28,0.3873,0.370904925544101,0.4508,50,10,0.5,0.3692896,0.368137769578482,0.3680736
"62",0.48,0.52,0.44,0.33575,0.329775106228625,0.3533,50,10,0.5,0.3692896,0.368137769578482,0.3680736
