"","oob.err.est","errxy","err","n","p","prop"
"1",0.571428571428571,0.3736,0.3714,50,10,0.5
"2",0.214285714285714,0.3682,0.3802,50,10,0.5
"3",0.428571428571429,0.383,0.388,50,10,0.5
"4",0.571428571428571,0.3644,0.385,50,10,0.5
"5",0.285714285714286,0.3592,0.3844,50,10,0.5
