err.hat,errxy,n,p,prop,mu2,rep_numb,err
0.41666666666666674,0.4942,10,10,0.5,0,75,0.49988994117647056
0.6666666666666667,0.5058,10,10,0.5,0,76,0.49988994117647056
0.8125,0.49865,10,10,0.5,0,77,0.49988994117647056
0.45833333333333337,0.495,10,10,0.5,0,78,0.49988994117647056
0.41666666666666674,0.5001,10,10,0.5,0,79,0.49988994117647056
0.5,0.5015,10,10,0.5,0,80,0.49988994117647056
0.7083333333333334,0.5043,10,10,0.5,0,81,0.49988994117647056
0.5,0.5035,10,10,0.5,0,82,0.49988994117647056
0.25,0.507,10,10,0.5,0,83,0.49988994117647056
0.29166666666666674,0.50695,10,10,0.5,0,84,0.49988994117647056
0.25,0.4982,10,10,0.5,0,85,0.49988994117647056
0.45833333333333337,0.4956,10,10,0.5,0,86,0.49988994117647056
0.5625,0.4994,10,10,0.5,0,87,0.49988994117647056
0.5,0.50175,10,10,0.5,0,88,0.49988994117647056
0.375,0.49595,10,10,0.5,0,89,0.49988994117647056
0.2500000000000001,0.49395,10,10,0.5,0,90,0.49988994117647056
0.7916666666666667,0.4945,10,10,0.5,0,91,0.49988994117647056
0.1875,0.49295,10,10,0.5,0,92,0.49988994117647056
0.625,0.5032,10,10,0.5,0,93,0.49988994117647056
0.5,0.4995,10,10,0.5,0,94,0.49988994117647056
0.7916666666666667,0.504,10,10,0.5,0,95,0.49988994117647056
0.5416666666666667,0.502,10,10,0.5,0,96,0.49988994117647056
0.41666666666666674,0.4975,10,10,0.5,0,97,0.49988994117647056
0.375,0.5028,10,10,0.5,0,98,0.49988994117647056
0.8333333333333334,0.5004,10,10,0.5,0,99,0.49988994117647056
0.45833333333333337,0.5011,10,10,0.5,0,100,0.49988994117647056
0.25,0.5009,25,10,0.5,0,1,0.49988994117647056
0.7083333333333334,0.49965,25,10,0.5,0,2,0.49988994117647056
0.5833333333333334,0.4992,25,10,0.5,0,3,0.49988994117647056
0.5,0.4963,25,10,0.5,0,4,0.49988994117647056
0.6666666666666667,0.4933,25,10,0.5,0,5,0.49988994117647056
0.29166666666666674,0.4989,25,10,0.5,0,6,0.49988994117647056
0.375,0.499,25,10,0.5,0,7,0.49988994117647056
0.41666666666666663,0.502,25,10,0.5,0,8,0.49988994117647056
0.45833333333333337,0.5021,25,10,0.5,0,9,0.49988994117647056
0.6666666666666667,0.4991,25,10,0.5,0,10,0.49988994117647056
0.5416666666666667,0.5093,25,10,0.5,0,11,0.49988994117647056
0.7083333333333333,0.49825,25,10,0.5,0,12,0.49988994117647056
0.45833333333333337,0.5061,25,10,0.5,0,13,0.49988994117647056
0.7083333333333334,0.50475,25,10,0.5,0,14,0.49988994117647056
0.375,0.50075,25,10,0.5,0,15,0.49988994117647056
0.375,0.50015,25,10,0.5,0,16,0.49988994117647056
0.5,0.50435,25,10,0.5,0,17,0.49988994117647056
0.7083333333333334,0.5065,25,10,0.5,0,18,0.49988994117647056
0.375,0.5024,25,10,0.5,0,19,0.49988994117647056
0.5416666666666667,0.49485,25,10,0.5,0,20,0.49988994117647056
0.625,0.49995,25,10,0.5,0,21,0.49988994117647056
0.7083333333333334,0.50215,25,10,0.5,0,22,0.49988994117647056
0.5,0.4989,25,10,0.5,0,23,0.49988994117647056
0.375,0.50305,25,10,0.5,0,24,0.49988994117647056
0.45833333333333337,0.49865,25,10,0.5,0,25,0.49988994117647056
0.5833333333333334,0.4995,25,10,0.5,0,26,0.49988994117647056
0.6666666666666666,0.5056,25,10,0.5,0,27,0.49988994117647056
0.41666666666666674,0.49795,25,10,0.5,0,28,0.49988994117647056
0.5416666666666667,0.50325,25,10,0.5,0,29,0.49988994117647056
0.33333333333333326,0.497,25,10,0.5,0,30,0.49988994117647056
0.5,0.50435,25,10,0.5,0,31,0.49988994117647056
0.33333333333333337,0.4993,25,10,0.5,0,32,0.49988994117647056
0.5833333333333334,0.50195,25,10,0.5,0,33,0.49988994117647056
0.5416666666666667,0.50175,25,10,0.5,0,34,0.49988994117647056
0.5,0.5013,25,10,0.5,0,35,0.49988994117647056
0.45833333333333337,0.50685,25,10,0.5,0,36,0.49988994117647056
0.5416666666666667,0.50165,25,10,0.5,0,37,0.49988994117647056
0.33333333333333337,0.49555,25,10,0.5,0,38,0.49988994117647056
0.5416666666666666,0.5025,25,10,0.5,0,39,0.49988994117647056
0.6666666666666666,0.5017,25,10,0.5,0,40,0.49988994117647056
0.5,0.4894,25,10,0.5,0,41,0.49988994117647056
0.5,0.5036,25,10,0.5,0,42,0.49988994117647056
0.625,0.49875,25,10,0.5,0,43,0.49988994117647056
0.33333333333333337,0.498,25,10,0.5,0,44,0.49988994117647056
0.41666666666666663,0.5031,25,10,0.5,0,45,0.49988994117647056
0.5833333333333334,0.4983,25,10,0.5,0,46,0.49988994117647056
0.6666666666666667,0.49965,25,10,0.5,0,47,0.49988994117647056
0.7083333333333334,0.49535,25,10,0.5,0,48,0.49988994117647056
0.16666666666666663,0.49975,25,10,0.5,0,49,0.49988994117647056
0.5,0.50075,25,10,0.5,0,50,0.49988994117647056
0.45833333333333326,0.50265,25,10,0.5,0,51,0.49988994117647056
0.5416666666666667,0.50645,25,10,0.5,0,52,0.49988994117647056
0.5833333333333334,0.49395,25,10,0.5,0,53,0.49988994117647056
0.7083333333333333,0.4976,25,10,0.5,0,54,0.49988994117647056
0.75,0.5044,25,10,0.5,0,55,0.49988994117647056
0.45833333333333337,0.5002,25,10,0.5,0,56,0.49988994117647056
0.6666666666666667,0.49835,25,10,0.5,0,57,0.49988994117647056
0.33333333333333326,0.50225,25,10,0.5,0,58,0.49988994117647056
0.20833333333333326,0.49985,25,10,0.5,0,59,0.49988994117647056
0.625,0.4928,25,10,0.5,0,60,0.49988994117647056
0.45833333333333337,0.49865,25,10,0.5,0,61,0.49988994117647056
0.3750000000000001,0.4949,25,10,0.5,0,62,0.49988994117647056
0.5833333333333334,0.5013,25,10,0.5,0,63,0.49988994117647056
0.6666666666666667,0.49995,25,10,0.5,0,64,0.49988994117647056
0.5,0.5012,25,10,0.5,0,65,0.49988994117647056
0.45833333333333337,0.50665,25,10,0.5,0,66,0.49988994117647056
0.5416666666666667,0.4962,25,10,0.5,0,67,0.49988994117647056
0.5833333333333334,0.5045,25,10,0.5,0,68,0.49988994117647056
0.5416666666666667,0.5049,25,10,0.5,0,69,0.49988994117647056
0.5833333333333334,0.49685,25,10,0.5,0,70,0.49988994117647056
0.2499999999999999,0.4916,25,10,0.5,0,71,0.49988994117647056
0.45833333333333337,0.4925,25,10,0.5,0,72,0.49988994117647056
0.7083333333333333,0.50675,25,10,0.5,0,73,0.49988994117647056
0.45833333333333337,0.5008,25,10,0.5,0,74,0.49988994117647056
0.5416666666666667,0.5005,25,10,0.5,0,75,0.49988994117647056
0.5,0.5014,25,10,0.5,0,76,0.49988994117647056
0.6666666666666667,0.50135,25,10,0.5,0,77,0.49988994117647056
0.29166666666666674,0.5053,25,10,0.5,0,78,0.49988994117647056
0.5,0.49325,25,10,0.5,0,79,0.49988994117647056
0.375,0.50525,25,10,0.5,0,80,0.49988994117647056
0.5833333333333333,0.50035,25,10,0.5,0,81,0.49988994117647056
0.5,0.49995,25,10,0.5,0,82,0.49988994117647056
0.45833333333333337,0.49795,25,10,0.5,0,83,0.49988994117647056
0.375,0.5005,25,10,0.5,0,84,0.49988994117647056
0.29166666666666663,0.499,25,10,0.5,0,85,0.49988994117647056
0.7083333333333333,0.4999,25,10,0.5,0,86,0.49988994117647056
0.5,0.504,25,10,0.5,0,87,0.49988994117647056
0.25,0.4952,25,10,0.5,0,88,0.49988994117647056
0.45833333333333337,0.49805,25,10,0.5,0,89,0.49988994117647056
0.5833333333333334,0.5017,25,10,0.5,0,90,0.49988994117647056
0.45833333333333337,0.4994,25,10,0.5,0,91,0.49988994117647056
0.25,0.49975,25,10,0.5,0,92,0.49988994117647056
0.6666666666666667,0.5035,25,10,0.5,0,93,0.49988994117647056
0.625,0.49775,25,10,0.5,0,94,0.49988994117647056
0.5,0.49905,25,10,0.5,0,95,0.49988994117647056
0.5416666666666667,0.49815,25,10,0.5,0,96,0.49988994117647056
0.5,0.49935,25,10,0.5,0,97,0.49988994117647056
0.5833333333333334,0.5006,25,10,0.5,0,98,0.49988994117647056
0.16666666666666663,0.49925,25,10,0.5,0,99,0.49988994117647056
0.45833333333333337,0.5039,25,10,0.5,0,100,0.49988994117647056
0.44047619047619047,0.4914,50,10,0.5,0,1,0.49988994117647056
0.3189102564102564,0.49785,50,10,0.5,0,2,0.49988994117647056
0.3782051282051282,0.4949,50,10,0.5,0,3,0.49988994117647056
0.5208333333333333,0.50345,50,10,0.5,0,4,0.49988994117647056
0.39880952380952384,0.4982,50,10,0.5,0,5,0.49988994117647056
0.5368589743589743,0.5009,50,10,0.5,0,6,0.49988994117647056
0.5608974358974359,0.4984,50,10,0.5,0,7,0.49988994117647056
0.6964285714285714,0.50075,50,10,0.5,0,8,0.49988994117647056
0.5608974358974359,0.49755,50,10,0.5,0,9,0.49988994117647056
0.4375,0.4993,50,10,0.5,0,10,0.49988994117647056
0.39903846153846156,0.49985,50,10,0.5,0,11,0.49988994117647056
0.5544871794871795,0.4893,50,10,0.5,0,12,0.49988994117647056
0.3363095238095237,0.4979,50,10,0.5,0,13,0.49988994117647056
0.4407051282051282,0.49565,50,10,0.5,0,14,0.49988994117647056
0.5744047619047619,0.49675,50,10,0.5,0,15,0.49988994117647056
0.5,0.4999,50,10,0.5,0,16,0.49988994117647056
0.5384615384615385,0.49995,50,10,0.5,0,17,0.49988994117647056
0.4761904761904763,0.505,50,10,0.5,0,18,0.49988994117647056
0.46153846153846156,0.4969,50,10,0.5,0,19,0.49988994117647056
0.47916666666666674,0.49695,50,10,0.5,0,20,0.49988994117647056
0.4439102564102564,0.5017,50,10,0.5,0,21,0.49988994117647056
0.40224358974358976,0.50285,50,10,0.5,0,22,0.49988994117647056
0.5592948717948718,0.50105,50,10,0.5,0,23,0.49988994117647056
0.5144230769230769,0.49675,50,10,0.5,0,24,0.49988994117647056
0.4375,0.49835,50,10,0.5,0,25,0.49988994117647056
0.4375,0.5003,50,10,0.5,0,26,0.49988994117647056
0.40384615384615385,0.4925,50,10,0.5,0,27,0.49988994117647056
0.5176282051282051,0.499,50,10,0.5,0,28,0.49988994117647056
0.5059523809523809,0.5049,50,10,0.5,0,29,0.49988994117647056
0.5769230769230769,0.49235,50,10,0.5,0,30,0.49988994117647056
0.39583333333333337,0.4972,50,10,0.5,0,31,0.49988994117647056
0.48237179487179493,0.4999,50,10,0.5,0,32,0.49988994117647056
0.5592948717948718,0.49865,50,10,0.5,0,33,0.49988994117647056
0.5224358974358974,0.49615,50,10,0.5,0,34,0.49988994117647056
0.4553571428571428,0.49985,50,10,0.5,0,35,0.49988994117647056
0.6602564102564102,0.501,50,10,0.5,0,36,0.49988994117647056
0.5208333333333334,0.50775,50,10,0.5,0,37,0.49988994117647056
0.5016025641025641,0.50115,50,10,0.5,0,38,0.49988994117647056
0.47756410256410253,0.5069,50,10,0.5,0,39,0.49988994117647056
0.4391025641025641,0.498,50,10,0.5,0,40,0.49988994117647056
0.5,0.4993,50,10,0.5,0,41,0.49988994117647056
0.35737179487179493,0.49935,50,10,0.5,0,42,0.49988994117647056
0.5384615384615385,0.49975,50,10,0.5,0,43,0.49988994117647056
0.49702380952380953,0.49505,50,10,0.5,0,44,0.49988994117647056
0.5357142857142858,0.50595,50,10,0.5,0,45,0.49988994117647056
0.5801282051282051,0.49855,50,10,0.5,0,46,0.49988994117647056
0.38095238095238104,0.49825,50,10,0.5,0,47,0.49988994117647056
0.4407051282051282,0.50115,50,10,0.5,0,48,0.49988994117647056
0.47596153846153844,0.4971,50,10,0.5,0,49,0.49988994117647056
0.6201923076923077,0.4978,50,10,0.5,0,50,0.49988994117647056
0.4391025641025641,0.4973,50,10,0.5,0,51,0.49988994117647056
0.3573717948717948,0.50775,50,10,0.5,0,52,0.49988994117647056
0.47916666666666663,0.4982,50,10,0.5,0,53,0.49988994117647056
0.49702380952380953,0.5002,50,10,0.5,0,54,0.49988994117647056
0.6169871794871795,0.49785,50,10,0.5,0,55,0.49988994117647056
0.5817307692307692,0.50315,50,10,0.5,0,56,0.49988994117647056
0.6009615384615385,0.50045,50,10,0.5,0,57,0.49988994117647056
0.578525641025641,0.50525,50,10,0.5,0,58,0.49988994117647056
0.4182692307692307,0.5046,50,10,0.5,0,59,0.49988994117647056
0.5224358974358975,0.498,50,10,0.5,0,60,0.49988994117647056
0.3621794871794872,0.5033,50,10,0.5,0,61,0.49988994117647056
0.4326923076923076,0.50235,50,10,0.5,0,62,0.49988994117647056
0.4246794871794872,0.5002,50,10,0.5,0,63,0.49988994117647056
0.5400641025641025,0.4965,50,10,0.5,0,64,0.49988994117647056
0.578525641025641,0.5007,50,10,0.5,0,65,0.49988994117647056
0.5144230769230769,0.49905,50,10,0.5,0,66,0.49988994117647056
0.33974358974358976,0.5035,50,10,0.5,0,67,0.49988994117647056
0.5,0.5003,50,10,0.5,0,68,0.49988994117647056
0.6169871794871795,0.49555,50,10,0.5,0,69,0.49988994117647056
0.4407051282051282,0.4986,50,10,0.5,0,70,0.49988994117647056
0.5192307692307692,0.4994,50,10,0.5,0,71,0.49988994117647056
0.3766025641025641,0.5013,50,10,0.5,0,72,0.49988994117647056
0.6442307692307692,0.4994,50,10,0.5,0,73,0.49988994117647056
0.6190476190476191,0.50215,50,10,0.5,0,74,0.49988994117647056
0.47916666666666663,0.5028,50,10,0.5,0,75,0.49988994117647056
0.5801282051282051,0.49625,50,10,0.5,0,76,0.49988994117647056
0.5016025641025641,0.5034,50,10,0.5,0,77,0.49988994117647056
0.44047619047619047,0.50685,50,10,0.5,0,78,0.49988994117647056
0.4807692307692307,0.4988,50,10,0.5,0,79,0.49988994117647056
0.5048076923076923,0.5033,50,10,0.5,0,80,0.49988994117647056
0.6169871794871795,0.49895,50,10,0.5,0,81,0.49988994117647056
0.6220238095238095,0.50285,50,10,0.5,0,82,0.49988994117647056
0.5238095238095238,0.4947,50,10,0.5,0,83,0.49988994117647056
0.5416666666666667,0.4993,50,10,0.5,0,84,0.49988994117647056
0.40224358974358976,0.4981,50,10,0.5,0,85,0.49988994117647056
0.5416666666666667,0.49965,50,10,0.5,0,86,0.49988994117647056
0.47756410256410253,0.4965,50,10,0.5,0,87,0.49988994117647056
0.4983974358974358,0.50155,50,10,0.5,0,88,0.49988994117647056
0.5029761904761905,0.49545,50,10,0.5,0,89,0.49988994117647056
0.6009615384615385,0.5006,50,10,0.5,0,90,0.49988994117647056
0.4983974358974359,0.5032,50,10,0.5,0,91,0.49988994117647056
0.48076923076923084,0.50555,50,10,0.5,0,92,0.49988994117647056
0.5,0.4958,50,10,0.5,0,93,0.49988994117647056
0.5625,0.4995,50,10,0.5,0,94,0.49988994117647056
0.5608974358974359,0.50405,50,10,0.5,0,95,0.49988994117647056
0.5817307692307692,0.5026,50,10,0.5,0,96,0.49988994117647056
0.46153846153846156,0.49815,50,10,0.5,0,97,0.49988994117647056
0.5982142857142857,0.50395,50,10,0.5,0,98,0.49988994117647056
0.45993589743589747,0.50035,50,10,0.5,0,99,0.49988994117647056
0.5446428571428572,0.5004,50,10,0.5,0,100,0.49988994117647056
0.5,0.4953,75,10,0.5,0,1,0.49988994117647056
0.5277777777777779,0.49875,75,10,0.5,0,2,0.49988994117647056
0.4736842105263158,0.49435,75,10,0.5,0,3,0.49988994117647056
0.4634502923976609,0.50205,75,10,0.5,0,4,0.49988994117647056
0.5402046783625731,0.504,75,10,0.5,0,5,0.49988994117647056
0.6483918128654971,0.4942,75,10,0.5,0,6,0.49988994117647056
0.44809941520467844,0.5053,75,10,0.5,0,7,0.49988994117647056
0.48538011695906436,0.49955,75,10,0.5,0,8,0.49988994117647056
0.7402777777777778,0.4993,75,10,0.5,0,9,0.49988994117647056
0.4612573099415205,0.50535,75,10,0.5,0,10,0.49988994117647056
0.4605263157894737,0.50385,75,10,0.5,0,11,0.49988994117647056
0.5958333333333333,0.5068,75,10,0.5,0,12,0.49988994117647056
0.48684210526315796,0.5017,75,10,0.5,0,13,0.49988994117647056
0.44305555555555554,0.503,75,10,0.5,0,14,0.49988994117647056
0.6096491228070176,0.49815,75,10,0.5,0,15,0.49988994117647056
0.554093567251462,0.4968,75,10,0.5,0,16,0.49988994117647056
0.5277777777777778,0.4952,75,10,0.5,0,17,0.49988994117647056
0.48888888888888893,0.496,75,10,0.5,0,18,0.49988994117647056
0.475,0.49215,75,10,0.5,0,19,0.49988994117647056
0.5665204678362574,0.4996,75,10,0.5,0,20,0.49988994117647056
0.5277777777777778,0.49795,75,10,0.5,0,21,0.49988994117647056
0.48684210526315796,0.5008,75,10,0.5,0,22,0.49988994117647056
0.5291666666666667,0.506,75,10,0.5,0,23,0.49988994117647056
0.4437134502923977,0.49715,75,10,0.5,0,24,0.49988994117647056
0.5818713450292398,0.5032,75,10,0.5,0,25,0.49988994117647056
0.6333333333333333,0.5033,75,10,0.5,0,26,0.49988994117647056
0.4985380116959064,0.4979,75,10,0.5,0,27,0.49988994117647056
0.5472222222222223,0.50385,75,10,0.5,0,28,0.49988994117647056
0.5833333333333333,0.50355,75,10,0.5,0,29,0.49988994117647056
0.5818713450292398,0.4987,75,10,0.5,0,30,0.49988994117647056
0.41739766081871355,0.4955,75,10,0.5,0,31,0.49988994117647056
0.48464912280701755,0.49725,75,10,0.5,0,32,0.49988994117647056
0.38888888888888884,0.49905,75,10,0.5,0,33,0.49988994117647056
0.46111111111111114,0.4987,75,10,0.5,0,34,0.49988994117647056
0.5430555555555556,0.5011,75,10,0.5,0,35,0.49988994117647056
0.5402046783625731,0.49665,75,10,0.5,0,36,0.49988994117647056
0.6359649122807017,0.4927,75,10,0.5,0,37,0.49988994117647056
0.5840643274853802,0.49295,75,10,0.5,0,38,0.49988994117647056
0.5416666666666667,0.5013,75,10,0.5,0,39,0.49988994117647056
0.6739766081871346,0.5029,75,10,0.5,0,40,0.49988994117647056
0.6206140350877194,0.49825,75,10,0.5,0,41,0.49988994117647056
0.48538011695906436,0.5044,75,10,0.5,0,42,0.49988994117647056
0.5935672514619883,0.50105,75,10,0.5,0,43,0.49988994117647056
0.5402777777777779,0.50065,75,10,0.5,0,44,0.49988994117647056
0.3786549707602339,0.50155,75,10,0.5,0,45,0.49988994117647056
0.5248538011695907,0.4996,75,10,0.5,0,46,0.49988994117647056
0.5007309941520468,0.4981,75,10,0.5,0,47,0.49988994117647056
0.5285087719298246,0.50935,75,10,0.5,0,48,0.49988994117647056
0.5804093567251463,0.4892,75,10,0.5,0,49,0.49988994117647056
0.44663742690058483,0.50715,75,10,0.5,0,50,0.49988994117647056
0.5805555555555555,0.5013,75,10,0.5,0,51,0.49988994117647056
0.45972222222222214,0.502,75,10,0.5,0,52,0.49988994117647056
0.6089181286549707,0.50305,75,10,0.5,0,53,0.49988994117647056
0.48757309941520477,0.4978,75,10,0.5,0,54,0.49988994117647056
0.6111111111111112,0.50195,75,10,0.5,0,55,0.49988994117647056
0.6081871345029239,0.5094,75,10,0.5,0,56,0.49988994117647056
0.48318713450292394,0.50575,75,10,0.5,0,57,0.49988994117647056
0.6055555555555556,0.5044,75,10,0.5,0,58,0.49988994117647056
0.6089181286549707,0.5033,75,10,0.5,0,59,0.49988994117647056
0.5138888888888888,0.4959,75,10,0.5,0,60,0.49988994117647056
0.5650584795321637,0.5019,75,10,0.5,0,61,0.49988994117647056
0.45906432748538006,0.49315,75,10,0.5,0,62,0.49988994117647056
0.5131578947368421,0.4939,75,10,0.5,0,63,0.49988994117647056
0.4320175438596492,0.49645,75,10,0.5,0,64,0.49988994117647056
0.5789473684210527,0.49665,75,10,0.5,0,65,0.49988994117647056
0.5285087719298246,0.50275,75,10,0.5,0,66,0.49988994117647056
0.4736111111111111,0.50235,75,10,0.5,0,67,0.49988994117647056
0.4194444444444445,0.50075,75,10,0.5,0,68,0.49988994117647056
0.5526315789473685,0.50025,75,10,0.5,0,69,0.49988994117647056
0.5672514619883041,0.493,75,10,0.5,0,70,0.49988994117647056
0.5431286549707603,0.50375,75,10,0.5,0,71,0.49988994117647056
0.42032163742690054,0.5002,75,10,0.5,0,72,0.49988994117647056
0.5519005847953217,0.5021,75,10,0.5,0,73,0.49988994117647056
0.36622807017543857,0.4965,75,10,0.5,0,74,0.49988994117647056
0.45833333333333326,0.51025,75,10,0.5,0,75,0.49988994117647056
0.4722222222222223,0.4966,75,10,0.5,0,76,0.49988994117647056
0.6067251461988304,0.50545,75,10,0.5,0,77,0.49988994117647056
0.5548245614035088,0.5057,75,10,0.5,0,78,0.49988994117647056
0.43472222222222223,0.4961,75,10,0.5,0,79,0.49988994117647056
0.41812865497076024,0.5022,75,10,0.5,0,80,0.49988994117647056
0.48750000000000004,0.4995,75,10,0.5,0,81,0.49988994117647056
0.554093567251462,0.49905,75,10,0.5,0,82,0.49988994117647056
0.4744152046783625,0.50225,75,10,0.5,0,83,0.49988994117647056
0.46944444444444444,0.5032,75,10,0.5,0,84,0.49988994117647056
0.5833333333333334,0.49665,75,10,0.5,0,85,0.49988994117647056
0.48888888888888893,0.4963,75,10,0.5,0,86,0.49988994117647056
0.4736842105263158,0.4997,75,10,0.5,0,87,0.49988994117647056
0.6630116959064327,0.50135,75,10,0.5,0,88,0.49988994117647056
0.48684210526315785,0.49775,75,10,0.5,0,89,0.49988994117647056
0.3362573099415205,0.4963,75,10,0.5,0,90,0.49988994117647056
0.48611111111111116,0.5007,75,10,0.5,0,91,0.49988994117647056
0.4978070175438597,0.49815,75,10,0.5,0,92,0.49988994117647056
0.4444444444444444,0.5054,75,10,0.5,0,93,0.49988994117647056
0.4819444444444444,0.4977,75,10,0.5,0,94,0.49988994117647056
0.4180555555555556,0.49895,75,10,0.5,0,95,0.49988994117647056
0.5263157894736843,0.4983,75,10,0.5,0,96,0.49988994117647056
0.5942982456140351,0.50295,75,10,0.5,0,97,0.49988994117647056
0.4986111111111111,0.5001,75,10,0.5,0,98,0.49988994117647056
0.4486111111111112,0.503,75,10,0.5,0,99,0.49988994117647056
0.5116959064327486,0.4974,75,10,0.5,0,100,0.49988994117647056
0.4403846153846154,0.499,100,10,0.5,0,1,0.49988994117647056
0.51,0.49925,100,10,0.5,0,2,0.49988994117647056
0.5576282051282051,0.4996,100,10,0.5,0,3,0.49988994117647056
0.5496474358974359,0.4989,100,10,0.5,0,4,0.49988994117647056
0.47919871794871793,0.5018,100,10,0.5,0,5,0.49988994117647056
0.577275641025641,0.4939,100,10,0.5,0,6,0.49988994117647056
0.4591346153846154,0.49945,100,10,0.5,0,7,0.49988994117647056
0.5016025641025641,0.4923,100,10,0.5,0,8,0.49988994117647056
0.6001282051282051,0.4956,100,10,0.5,0,9,0.49988994117647056
0.4323397435897436,0.50125,100,10,0.5,0,10,0.49988994117647056
